Unnamed: 0,Title,Year,Run Time,Rating,Votes,MetaScore,Gross,Genre,Certification,Director,Stars,Description,Storyline,Plot Keywords
4391,Summer of 85,2020,101,6.9,12269,65,,"['Drama', ' Romance']",Not Rated,['François Ozon'],"['Félix Lefebvre', 'Benjamin Voisin', 'Philippine Velge', 'Valeria Bruni Tedeschi']","['When', '16-year-old', 'Alexis', 'capsizes', 'off', 'the', 'coast', 'of', 'Normandy,', '18-year-old', 'David', 'heroically', 'saves', 'him.', 'Alexis', 'has', 'just', 'met', 'the', 'friend', 'of', 'his', 'dreams,', 'who', 'opens', 'his', 'eyes', 'to', 'a', 'new', 'horizon', 'of', 'friendship,', 'art', 'and', 'sexual', 'bliss.']",,"gay kiss, gay protagonist, gay teenager, gay, teenage boy, death of lover, gay relationship, gay character, gay interest, year 1985, mother son relationship, male nudity, love at first sight, 16 year old boy, gay slur, gay teen, first gay kiss, death of friend, lgbt, capsize, male friendship, jew, boy disguised as girl, gender disguise, morgue, dancing on grave, sexuality, father son relationship, implied gay sex, male rear nudity, motorcycle, boyfriend boyfriend relationship, based on novel, bisexual man, lgbt interest, 1980s, summer, voice over narration, flashback, beach, boat, funfair, nightclub, shop, death, accidental death, bicycle, teacher, funeral, boy dresses as a girl"
4392,Blinded by the Light,2019,118,6.9,26724,71,11900000,"['Comedy', ' Drama', ' Music']",PG-13,['Gurinder Chadha'],"['Billy Barratt', 'Ronak Singh Chadha Berges', 'Viveik Kalra', 'Lee Barnett']","['In', 'England', 'in', '1987,', 'a', 'teenager', 'from', 'an', 'Asian', 'family', 'learns', 'to', 'live', 'his', 'life,', 'understand', 'his', 'family', 'and', 'find', 'his', 'own', 'voice', 'through', 'the', 'music', 'of', 'American', 'rock', 'star', 'Bruce', 'Springsteen.']",,"aspiring writer, british asian, title based on song, teenager, semi autobiographical, title directed by female, ethnic discrimination, racism, father son relationship, friendship, friendship between boys, four word title, walkman, national front, domineering father, coming of age, daytimer party, diary, neighbor, unemployment, sikh, birthday, dancing, principal, brother sister relationship, xenophobia, reference to bruce springsteen, year 1987, based on book, graffiti, cultural difference, interracial friendship, interracial romance, inspiration, arranged marriage, school radio, wedding procession, political march, autobiographical, rubik's cube, chopper bicycle, lyrics appear on screen, begins with quotation, a levels, cassette tape, vhs tape, first kiss, picket line, highway, mobile phone"
4393,Coma,1978,113,6.9,20656,60,,"['Drama', ' Mystery', ' Thriller']",PG,['Michael Crichton'],"['Michael Douglas', 'Rip Torn', 'Geneviève Bujold', 'Elizabeth Ashley']","['When', 'a', 'young', 'female', 'doctor', 'notices', 'an', 'unnatural', 'amount', 'of', 'comas', 'occurring', 'in', 'her', 'hospital', 'she', 'uncovers', 'a', 'horrible', 'conspiracy.']",,"hospital, pantyhose, doctor, amateur detective, organ harvesting, title spoken by character, corpse, hitman, psychotronic film, organ transplant, organ trafficking, female protagonist, ambulance, subjective camera, distorted sound, appendectomy, pager, one word title, medical drama, anesthesia, video surveillance, fire extinguisher, reference to appendicitis, based on the novel of the same name, social commentary, maintenance room, black marketeer, foot chase, coma patient, medical mystery, conspiracy thriller, noir thriller, medical resident, physician, boyfriend girlfriend relationship, anesthesiology, chief of surgery, psychiatric evaluation, research institute, tipster, maintenance worker, implied sex, suspicious death, operating room, stalker, black market organ, female nudity, female frontal nudity, female full frontal nudity, power outage"
4394,Hesher,2010,106,6.9,53625,45,380000,"['Comedy', ' Drama']",R,['Spencer Susser'],"['Joseph Gordon-Levitt', 'Devin Brochu', 'Natalie Portman', 'Rainn Wilson']","['A', 'young', 'boy', 'has', 'lost', 'his', 'mother', 'and', 'is', 'losing', 'touch', 'with', 'his', 'father', 'and', 'the', 'world', 'around', 'him.', 'Then', 'he', 'meets', 'Hesher', 'who', 'manages', 'to', 'make', 'his', 'life', 'even', 'more', 'chaotic.']",,"funeral, bully, vomiting, male wears underwear, drawing, hooded sweatshirt, bicycling in the rain, watching tv, antisocial behavior, car insurance, roof, yard, flower, gasoline can, heavy metal, police officer, offer, pill, drug abuse, sale, threat, death threat, throwing something at someone, barbecue grill, can, coffee table, writing, poverty, death of daughter, tying someone's necktie, diving board, older woman younger man relationship, beer, damage, lawn chair, character name as title, reference to r2 d2, barefoot boy, barefoot male, camera shot of feet, camera shot of bare feet, woman wears eyeglasses, reference to shaved vagina, reference to snake, reference to vagina, motor vehicle, u.s. car, chevrolet, chevrolet motor vehicle, chevrolet chevette"
4395,Fan,2016,142,6.9,48263,,1360000,"['Action', ' Drama', ' Thriller']",Not Rated,['Maneesh Sharma'],"['Shah Rukh Khan', 'Shriya Pilgaonkar', 'Sayani Gupta', ""Waluscha D'Souza""]","[""Gaurav's"", 'world', 'revolves', 'around', 'the', 'superstar', 'Aryan', 'Khanna.', 'What', 'happens', 'when', 'his', 'passion', 'turns', 'into', 'a', 'dangerous', 'obsession', 'that', 'crosses', 'the', 'fine', 'line?']",,"erotica, cheating wife, sex club, adulterous wife, cuckolded husband, female frontal nudity, female rear nudity, female full frontal nudity, orgy, watching pornography, sex scene, erotic art, infidelity, sexual pleasure, adultery, unsimulated sex, explicit fellatio, fake penis, erect penis, female buttocks, sex on a beach, sex standing up, prostitute, priest having sex, ecstasy, extramarital affair, female nudity, caressing, see through dress, erotic poetry, female armpit hair, trophy wife, female protagonist, view under table, explicit sex, simulated anal sex, woman flashing her vagina, jealous husband, anilingus, taking drugs, male cousin female cousin incest, sexually frustrated woman, sexually dissatisfied wife, softcore, foot fetish, car, convertible, saab 900 turbo, woman, man"
4396,Rolling Thunder,1977,95,6.9,10504,66,,"['Crime', ' Drama', ' Thriller']",R,['John Flynn'],"['William Devane', 'Tommy Lee Jones', 'Linda Haynes', 'James Best']","['A', 'recently-returned', 'Vietnam', 'POW', 'loses', 'his', 'family', 'and', 'his', 'right', 'hand', 'during', 'a', 'violent', 'home', 'invasion,', 'and', 'seeks', 'retribution', 'against', 'those', 'responsible.']",,"violence, revenge, payback, shooting, shootout, hometown, military veteran, home invasion, murder, homicide, sadism, cruelty, brutality, fight, blood, blood splatter, car, driving a car, nudity, female nudity, weapon, gun, pistol, revolver, police, police officer, retaliation, friend, friendship, shotgun, rifle, bar, motel, hotel, restaurant, death, love, money, anger, rage, fury, wrath, beating, silver dollar, danger, risk, peril, jeopardy, sunglasses, cadillac"
4397,Opera,1987,107,6.9,18731,68,,"['Crime', ' Horror', ' Mystery']",R,['Dario Argento'],"['Cristina Marsillach', 'Ian Charleson', 'Urbano Barberini', 'Daria Nicolodi']","['A', 'young', 'opera', 'singer', 'is', 'stalked', 'by', 'a', 'deranged', 'fan', 'bent', 'on', 'killing', 'the', 'people', 'associated', 'with', 'her', 'to', 'claim', 'her', 'for', 'himself.']",,"giallo, psycho killer, italian cinema, bound and gagged, voyeur, white panties, female nudity, nudity, scantily clad female, evil man, italian horror, sadistic psychopath, masked villain, psychotronic film, close up of eyes, cruelty, shot through a door, rope, slasher, serial murder, black gloved killer, hand over mouth, tied to a chair, tied to a pillar, misogyny, panties, female victim, crow, sexual perversion, blonde, needle, mysterious death, torture, stabbed in the stomach, female frontal nudity, voyeurism, victim, stomach ripped open, dead woman, cult film, covered in blood, cult director, reference to william shakespeare, reference to shakespeare's macbeth, grindhouse film, woman wears only a man's shirt, slasher horror, psychopathic killer, sadistic murderer, sexual violence"
4398,Calendar Girls,2003,108,6.9,27585,60,31040000,"['Comedy', ' Drama']",PG-13,['Nigel Cole'],"['Helen Mirren', 'Julie Walters', 'Penelope Wilton', 'John Alderton']","['A', ""Women's"", 'Institute', ""chapter's"", 'fundraising', 'effort', 'for', 'a', 'local', 'hospital', 'by', 'posing', 'nude', 'for', 'a', 'calendar', 'becomes', 'a', 'media', 'sensation.']",,"calendar, female empowerment, leukemia, women's institute, knapely yorkshire, calendar girl, nude photo shoot, female nudity, based on true story, ensemble cast, friendship between women, watching self on tv, friend, small town, female frontal nudity, photo session, mother son relationship, widow, photo shoot, fundraiser, bereavement, media frenzy, hollywood, fame, embarrassment, dead husband, charity, watching tv, gender in title, ends with text, ends with dedication, ends with historical notes, white clothes, wisecrack humor, florist, celebrity cameo, two word title, female friendship, 2000s, nude calendar, nude photography, deceased husband, hospital, photograph, friendship, fundraising, flowers, photographer, sunflower, f rated"
4399,Haseen Dillruba,2021,135,6.9,28784,,,"['Crime', ' Drama', ' Mystery']",TV-MA,['Vinil Mathew'],"['Taapsee Pannu', 'Vikrant Massey', 'Harshvardhan Rane', 'Aditya Srivastav']","['Under', 'investigation', 'as', 'a', 'suspect', 'in', 'her', ""husband's"", 'murder,', 'a', 'wife', 'reveals', 'details', 'of', 'their', 'thorny', 'marriage', 'that', 'seem', 'to', 'only', 'further', 'blur', 'the', 'truth.']",,"murder, knife, blood, darkness, husband wife relationship"
4400,The Adventures of Milo and Otis,1986,76,6.9,12463,72,13250000,"['Adventure', ' Drama', ' Family']",G,['Masanori Hata'],"['Kyôko Koizumi', 'Dudley Moore', 'Chatran', 'Pû']","['The', 'adventures', 'of', 'a', 'young', 'cat', 'and', 'a', 'dog', 'as', 'they', 'find', 'themselves', 'accidentally', 'separated', 'and', 'each', 'swept', 'into', 'a', 'hazardous', 'trek.']",,"character name in title, cat movie, storybook, year 1986, 1980s, animals family, survival adventure, rated g movies, movies in japan, crate floating into water, reenactment, mud, duck, rooster, box, crate, poop, foreign film, foreign language film, dog, cat, farm, dog movie, narration, wilderness, pug, forest, winter, reunion, rope, rescue, falling into a hole, seagull, raccoon, fish, piglet, fishing, nest, owl, doe, deer, cache, train track, train, falling from height, deadwood, raven, swamp, drift, curiosity"
4401,Ruthless People,1986,93,6.9,29899,78,71620000,"['Comedy', ' Crime']",R,"['Jim Abrahams', 'David Zucker', 'Jerry Zucker']","['Bette Midler', 'Danny DeVito', 'Judge Reinhold', 'Helen Slater']","['A', 'couple', 'cheated', 'by', 'a', 'vile', 'businessman', 'kidnaps', 'his', 'wife', 'in', 'retaliation,', 'not', 'knowing', 'that', 'their', 'enemy', 'is', 'delighted', 'that', 'they', 'did.']",,"ransom, husband wife relationship, extramarital affair, kidnapping, misunderstanding, greed, fashion designer, ransom demand, double cross, businessman, police chief, mistress, woman exercises, revenge, blackmail, serial killer, adultery, farce, spandex, kidnap for ransom, kidnapping plot, ransom money, rich man, sex tape, greedy businessman, kidnapper, duck mask, screaming during sex, woman screams during sex, videotaping sex, videotaped sex, hollywood california, murder plot, copying a videotape, watching a videotape, stereo, stereo speaker, stereo salesman, paying for sex, man marries a woman for money, marrying for money, missing woman, missing wife, captivity, attempted mugging, rolex watch, captor, watching an exercise show on television, fashion design, locked in a basement"
4402,Slow West,2015,84,6.9,47078,72,230000,"['Action', ' Adventure', ' Drama']",R,['John Maclean'],"['Kodi Smit-McPhee', 'Caren Pistorius', 'Aorere Paki', 'Jeffrey Thomas']","['A', 'young', 'Scottish', 'man', 'travels', 'across', 'America', 'in', 'pursuit', 'of', 'the', 'woman', 'he', 'loves,', 'attracting', 'the', 'attention', 'of', 'an', 'outlaw', 'who', 'is', 'willing', 'to', 'serve', 'as', 'a', 'guide.']",,"frontier, bounty hunter, native american, 19th century, outlaw, colorado territory, teenage boy, greenhorn, rolling downhill, bleeding to death, corpse, cowboy hat, fire, fur, gun violence, gunfight, held at gunpoint, impalement, mercenary, mercilessness, shot with an arrow, very little dialogue, birch, blood on the floor, bonfire, drunkenness, field, hat, pool of blood, starlit night, suspense, burned village, dead animal, hit with a gun, irish, constellation, scot, stargazing, storytelling, rabbit, tipi, whistling, star, gunsight, british western, american indian burial platform, american indian, old west, attempted robbery, dream"
4403,Wilde,1997,118,6.9,17837,70,2160000,"['Biography', ' Drama', ' Romance']",R,['Brian Gilbert'],"['Stephen Fry', 'Jude Law', 'Vanessa Redgrave', 'Jennifer Ehle']","['The', 'turmoil', 'in', 'poet/playwright', 'Oscar', ""Wilde's"", 'life', 'after', 'he', 'discovers', 'his', 'homosexuality.']",,"scandal, gay protagonist, homosexuality, hypocrisy, male full frontal nudity, male pubic hair, male nudity, novelist, gay character, oscar wilde character, english culture, playwright, older man younger man relationship, gay sex, homosexual history, husband wife relationship, father son relationship, family relationships, gay relationship, gay kiss, wit, public nudity, courtroom, homophobia, based on true story, male frontal nudity, pubic hair, male rear nudity, pulitzer prize source, anal sex, england, based on book, writer as protagonist, novelist as protagonist, playwright as protagonist, british writer, british playwright, british novelist, high society, british renaissance, sex scene, writer, sleeping nude, sleeping shirtless, voyeurism, voyeur, lgbt cinema, homoeroticism, long haired male, lighting a cigarette"
4404,Get the Gringo,2012,96,6.9,110504,60,,"['Action', ' Drama', ' Thriller']",R,['Adrian Grunberg'],"['Mel Gibson', 'Kevin Balmore', 'Daniel Giménez Cacho', 'Jesús Ochoa']","['A', 'career', 'criminal', 'nabbed', 'by', 'Mexican', 'authorities', 'is', 'placed', 'in', 'a', 'tough', 'prison', 'where', 'he', 'learns', 'to', 'survive', 'with', 'the', 'help', 'of', 'a', 'young', 'boy.']",,"electric torture, motor vehicle, car, u.s. car, chrysler, chrysler motor vehicle, chrysler cirrus, ford, ford motor vehicle, ford car, ford expedition, german car, volkswagen, volkswagen motor vehicle, volkswagen car, volkswagen golf, directv, character repeats someone else's dialogue, child in jeopardy, child smokes a cigarette, man, woman, boy, united states of america, violence, mexican prison, weapon, mexican, prison, career criminal, mexico, die hard scenario, vacation, tough guy, gun, fight, neo noir, subjective camera, death, beach, escape from prison, ambulance, shot in the foot, swat team, reference to andy warhol, surgeon, shiv, stabbed in the stomach, cocaine, spitting in someone's face"
4405,Suffragette,2015,106,6.9,43852,64,4690000,"['Drama', ' History']",PG-13,['Sarah Gavron'],"['Carey Mulligan', 'Anne-Marie Duff', 'Helena Bonham Carter', 'Meryl Streep']","['In', '1912', 'London,', 'a', 'young', 'working', 'mother', 'is', 'galvanized', 'into', 'radical', 'political', 'activism', 'supporting', 'the', 'right', 'for', 'women', 'to', 'vote,', 'and', 'is', 'willing', 'to', 'meet', 'violence', 'with', 'violence', 'to', 'achieve', 'this', 'end.']",,"protest, activism, sexual harassment, sexism, suffragette, equal rights, feminism, women's liberation, girl power, f rated, misogyny, vandalism, women's equality, women's rights, terrorism, police brutality, working class, civil rights, marriage, husband wife relationship, women's lib, british politics, self sacrifice, rape, sexist slur, women's suffrage, sexual discrimination, gender violence, abused woman, political violence, political oppression, workplace harassment, upper class, discrimination, human rights, mother son relationship, government, pride, adoption, spying, hunger strike, shame, british culture, prison, voting, year 1912, anarchy, triple f rated, male chauvinism, force feeding"
4406,The Conspirator,2010,122,6.9,29632,55,11540000,"['Crime', ' Drama', ' History']",PG-13,['Robert Redford'],"['Robin Wright', 'James McAvoy', 'Tom Wilkinson', 'Kevin Kline']","['Mary', 'Surratt', 'is', 'the', 'lone', 'female', 'charged', 'as', 'a', 'co-conspirator', 'in', 'the', 'assassination', 'trial', 'of', 'Abraham', 'Lincoln.', 'As', 'the', 'whole', 'nation', 'turns', 'against', 'her,', 'she', 'is', 'forced', 'to', 'rely', 'on', 'her', 'reluctant', 'lawyer', 'to', 'uncover', 'the', 'truth', 'and', 'save', 'her', 'life.']",,"abraham lincoln character, john wilkes booth character, mary todd lincoln character, assassination, assassin, assassination plot, political assassination, andrew johnson character, political conspiracy, period drama, man in socks, man tied up, man in stocking feet, men in stocking feet, president of the united states, 1860s, true crime, assassination of abraham lincoln, british actor playing american character, lawyer, truth, trial, lincoln assassination, union, president, boarding house, military tribunal, prison cell, death, shot to death, weapon, year 1865, based on real person, u.s. senator, prosecutor, boarder, moat, kidnapping, cobbled street, priest, reference to ulysses s. grant, flashback, catholic, cross examination, rosary, alcoholic, rock thrown through a window, gallows, washington d.c., edwin stanton"
4407,Hearts in Atlantis,2001,101,6.9,40282,55,24190000,"['Drama', ' Mystery']",PG-13,['Scott Hicks'],"['Anthony Hopkins', 'Anton Yelchin', 'Hope Davis', 'Mika Boorem']","['Widowed', 'Liz', 'Garfield', 'and', 'her', 'son', 'Bobby', 'change', 'when', 'mysterious', 'stranger', 'Ted', 'Brautigan', 'enters', 'their', 'lives.']",,"mysterious stranger, father figure, psychic, implied rape, bully, based on novella, supernatural power, childhood sweetheart, childhood memory, friendship, boarding house, funeral, 1960s, single mother, watching tv, crying woman, maturity, three word title, place name in title, bullying, bully comeuppance, empathy, sympathy, friend, vietnam war, reference to richard nixon, anti war, culture, chase, escape, cartoon on tv, timeframe 20th century, real estate agent, baseball bat used as a weapon, boy rides a bicycle, girl's birthday party, sports bet, boy girl relationship, reference to bronko nagurski, ravine, riding a ferris wheel, told in flashback, gambler, secretary, woman's dress, mother son estrangement, tip to police, fbi agent, reference to vietnam war, heroic rescue"
4408,Radio Flyer,1992,114,6.9,13974,,4650000,['Drama'],PG-13,"['Richard Donner', 'David Mickey Evans']","['Lorraine Bracco', 'John Heard', 'Adam Baldwin', 'Elijah Wood']","['A', 'father', 'recounts', 'a', 'dark', 'period', 'of', 'his', 'childhood', 'when', 'he', 'and', 'his', 'little', 'brother', 'lived', 'in', 'the', 'suburbs.']",,"radio flyer, physical abuse, throwing away wedding ring, stepfather stepson relationship, year 1969, told in flashback, mother son relationship, brother brother relationship, 1960s, child abuse, abusive stepfather, male protagonist, cult film, strong female character, close up of eyes, whispering, boy, childhood, garage, bully, stepfather, dog, german shepherd, belt, abuse, wagon, biplane, crop duster, aviation, child pilot, child swearing, bunk bed, carousel, birthday present, blowing out a candle, birthday cake, birthday party, birthday, balloon, country music, parking garage, nightmare, alcoholic, bullying, tourist attraction, oklahoma, sleeping in a car, ice cream cone, dairy queen, ice cream"
4409,Tales from the Crypt,1972,92,6.9,12441,,1700000,"['Drama', ' Horror', ' Mystery']",PG,['Freddie Francis'],"['Joan Collins', 'Peter Cushing', 'Ralph Richardson', 'Geoffrey Bayldon']","['Five', 'strangers', 'get', 'lost', 'in', 'a', 'crypt', 'and,', 'after', 'meeting', 'the', 'mysterious', 'Crypt', 'Keeper,', 'receive', 'visions', 'of', 'how', 'they', 'will', 'die.']",,"anthology, irony, surprise ending, reference to tombstone arizona, gothic horror, monster, ghoul, making a pun, puntastic, gallows humor, bad pun, unkillable, horror anthology, puppet, usa horror host, usa male horror host, male horror host, skeleton horror host, psychotronic series, 1980s, 1990s, surrealism, gothic, ec comics, famous opening theme, grindhouse series, cult favorite, fear, timeframe 1980s, timeframe 1990s, female rear nudity, supernatural horror, crypt, crypt keeper, horror host, four word title, villain, introduction, egoism, death, scheme, tragedy turned into comedy, gross out, mythical creature, narcissism, tales from the crypt, pun, cult tv, terror, blood"
4410,The Long Riders,1980,100,6.9,12342,68,23000000,"['Biography', ' Crime', ' Drama']",R,['Walter Hill'],"['David Carradine', 'Stacy Keach', 'Dennis Quaid', 'Keith Carradine']","['The', 'origins,', 'exploits', 'and', 'the', 'ultimate', 'fate', 'of', 'the', 'Jesse', 'James', 'gang', 'is', 'told', 'in', 'a', 'sympathetic', 'portrayal', 'of', 'the', 'bank', 'robbers', 'made', 'up', 'of', 'brothers', 'who', 'begin', 'their', 'legendary', 'bank', 'raids', 'because', 'of', 'revenge.']",,"bank robber, post american civil war, nudity, train robber, pinkerton detective, female rear nudity, wild west, prostitute, real life brothers playing brothers, brothel, wedding party, horse chase, dead body, burial, shot in the arm, vengeance, firefight, shot in the shoulder, stabbed in the leg, shot in the leg, shot in the face, shot in the stomach, ambushed, turning oneself in, shot in the back, wound, jesse james character, bank, revenge, famous score, last man standing, combat, carnage, violence, brutality, falling, exit wound, blood splatter, bullet ballet, bullet time, horse jumping, fight, death, gun sau, gun kata, gun, gun fu, shackles, minnesota, husband wife relationship"
